"TICKET","LOGIN","SYMBOL","DIGITS","CMD","VOLUME","OPEN_TIME","OPEN_PRICE","SL","TP","CLOSE_TIME","EXPIRATION","REASON","CONV_RATE1","CONV_RATE2","COMMISSION","COMMISSION_AGENT","SWAPS","CLOSE_PRICE","PROFIT","TAXES","COMMENT","INTERNAL_ID","MARGIN_RATE","TIMESTAMP","MAGIC","GW_VOLUME","GW_OPEN_PRICE","GW_CLOSE_PRICE","MODIFY_TIME"
"31468","1222000","BTCEUR","3","0","100","2018-03-28 17:18:19","6412.5","0","0","2018-05-04 12:49:28","1970-01-01 00:00:00","2","7909.700000000001","9729.6","0","0","0","8129.89990234375","20545.08","0","OK","0","1.2350050000000001","1525438168","0","0","0","0","2018-05-04 10:49:28"
"32437","1222000","BTCEUR","3","1","10","2018-03-30 18:49:36","5325.5","0","0","2018-05-04 12:49:30","1970-01-01 00:00:00","2","6575.5","9729.35","0","0","0","8133.7998046875","-3359.96","0","OK","0","1.23245","1525438170","0","0","0","0","2018-05-04 10:49:30"
"40712","1222000","","0","7","1","2018-05-04 12:51:38","0","0","0","2019-02-23 16:21:21","1970-01-01 00:00:00","0","0","0","0","0","0","0","1000","0","test","0","0","1525438298","0","0","0","0","2018-05-04 10:51:38"
"33490","1222000","BTCUSD","3","0","60","2018-04-06 08:39:14","6555.10009765625","0","0","2018-05-04 12:52:02","1970-01-01 00:00:00","2","6555.10009765625","9726.646484375","0","0","0","9726.646484375","19029.28","0","OK","0","6555.10009765625","1525438322","0","0","0","0","2018-05-04 10:52:02"
"33486","1222000","BTCUSD","3","0","20","2018-04-06 08:38:50","6566.39990234375","0","0","2018-05-04 12:53:14","1970-01-01 00:00:00","2","6566.39990234375","9725.599609375","0","0","0","9725.599609375","6318.4","0","OK","0","6566.39990234375","1525438394","0","0","0","0","2018-05-04 10:53:14"
"33485","1222000","BTCUSD","3","0","10","2018-04-06 08:38:46","6569","0","0","2018-05-04 12:53:17","1970-01-01 00:00:00","2","6569","9725.599609375","0","0","0","9725.599609375","3156.6","0","OK","0","6569","1525438397","0","0","0","0","2018-05-04 10:53:17"
"33484","1222000","BTCUSD","3","0","10","2018-04-06 08:38:43","6569","0","0","2018-05-04 12:53:19","1970-01-01 00:00:00","2","6569","9725.599609375","0","0","0","9725.599609375","3156.6","0","OK","0","6569","1525438399","0","0","0","0","2018-05-04 10:53:19"
"33461","1222000","BTCUSD","3","0","40","2018-04-05 20:11:36","6716.2998046875","0","0","2018-05-04 12:53:21","1970-01-01 00:00:00","2","6716.2998046875","9725.599609375","0","0","0","9725.599609375","12037.2","0","OK","0","6716.2998046875","1525438401","0","0","0","0","2018-05-04 10:53:21"
"32438","1222000","BTCEUR","3","1","10","2018-03-30 18:49:52","5323","0","0","2018-05-04 12:53:23","1970-01-01 00:00:00","2","6571.700000000001","9725.95","0","0","0","8129.2001953125","-3357.79","0","OK","0","1.232405","1525438403","0","0","0","0","2018-05-04 10:53:23"
"31470","1222000","ETHUSD","2","0","100","2018-03-28 17:18:44","451.44000244140625","0","0","2018-05-04 12:53:26","1970-01-01 00:00:00","2","1","1","0","0","-106.07","796","3445.6","0","OK","0","1","1525438406","0","0","0","0","2018-05-04 10:53:26"
"31279","1222000","BTCEUR","3","0","10","2018-03-28 13:52:43","6480.09912109375","0","0","2018-05-04 12:53:29","1970-01-01 00:00:00","2","8026.25","9725.95","0","0","0","8125.7998046875","1968.97","0","OK","0","1.23973","1525438409","0","0","0","0","2018-05-04 10:53:29"
"33489","1222000","BTCUSD","3","0","50","2018-04-06 08:39:08","6565.39990234375","0","0","2018-05-04 12:53:31","1970-01-01 00:00:00","2","6565.39990234375","9725.599609375","0","0","0","9725.599609375","15801","0","OK","0","6565.39990234375","1525438411","0","0","0","0","2018-05-04 10:53:31"
"33488","1222000","BTCUSD","3","0","40","2018-04-06 08:39:03","6565.39990234375","0","0","2018-05-04 12:53:33","1970-01-01 00:00:00","2","6565.39990234375","9725.599609375","0","0","0","9725.599609375","12640.8","0","OK","0","6565.39990234375","1525438413","0","0","0","0","2018-05-04 10:53:33"
"33487","1222000","BTCUSD","3","0","30","2018-04-06 08:38:59","6565.39990234375","0","0","2018-05-04 12:53:38","1970-01-01 00:00:00","2","6565.39990234375","9725.599609375","0","0","0","9725.599609375","9480.6","0","OK","0","6565.39990234375","1525438418","0","0","0","0","2018-05-04 10:53:38"
"40714","1222000","","0","6","1","2018-05-04 12:53:57","0","0","0","2018-05-04 12:53:57","1970-01-01 00:00:00","0","0","0","0","0","0","0","-10","0","test","0","0","1525438437","0","0","0","0","2018-05-04 10:53:57"
"43052","1222000","BTCEUR","3","0","100","2018-05-15 07:25:23","7311.60009765625","0","0","2018-05-15 07:26:22","1970-01-01 00:00:00","2","8712.5","8712.45","0","0","0","7308.10009765625","-41.71","0","OK","0","1.19168","1526369182","0","0","0","0","2018-05-15 05:26:22"
"40804","1222000","BTCUSD","3","0","10","2018-05-04 16:01:05","9665.900390625","0","0","2018-05-15 08:49:32","1970-01-01 00:00:00","2","9665.900390625","8741","0","0","0","8741","-924.9","0","OK","0","9665.900390625","1526374172","0","0","0","0","2018-05-15 06:49:32"
"40789","1222000","BTCUSD","3","0","10","2018-05-04 15:27:50","9716.2998046875","0","0","2018-05-15 08:49:36","1970-01-01 00:00:00","2","9716.2998046875","8741","0","0","0","8741","-975.3","0","OK","0","9716.2998046875","1526374176","0","0","0","0","2018-05-15 06:49:36"
"40784","1222000","BTCUSD","3","0","10","2018-05-04 15:19:04","9697.5","0","0","2018-05-15 08:49:39","1970-01-01 00:00:00","2","9697.5","8741","0","0","0","8741","-956.5","0","OK","0","9697.5","1526374179","0","0","0","0","2018-05-15 06:49:39"
"40803","1222000","BTCUSD","3","0","10","2018-05-04 16:01:02","9665.900390625","0","0","2018-05-15 08:49:41","1970-01-01 00:00:00","2","9665.900390625","8741","0","0","0","8741","-924.9","0","OK","0","9665.900390625","1526374181","0","0","0","0","2018-05-15 06:49:41"
"40783","1222000","BTCUSD","3","0","10","2018-05-04 15:19:00","9699.099609375","0","0","2018-05-15 08:51:03","1970-01-01 00:00:00","2","9699.099609375","8741","0","0","0","8741","-958.1","0","OK","0","9699.099609375","1526374263","0","0","0","0","2018-05-15 06:51:03"
"40741","1222000","BTCEUR","3","0","10","2018-05-04 14:01:33","8167.60009765625","0","0","2018-05-15 08:51:10","1970-01-01 00:00:00","2","9781.849999999999","8743.05","0","0","0","7328.60009765625","-1000.43","0","OK","0","1.196825","1526374270","0","0","0","0","2018-05-15 06:51:10"
"40781","1222000","BTCUSD","3","0","10","2018-05-04 15:18:59","9699.099609375","0","0","2018-05-15 08:51:12","1970-01-01 00:00:00","2","9699.099609375","8741","0","0","0","8741","-958.1","0","OK","0","9699.099609375","1526374272","0","0","0","0","2018-05-15 06:51:12"
"31273","1222000","","0","6","1","2018-03-28 13:29:56","0","0","0","2018-03-28 13:29:56","1970-01-01 00:00:00","0","0","0","0","0","0","0.1","100000","0","test","0","0","1528272523","0","0","0","0","2018-06-06 06:08:43"
"31274","1222000","BTCCHF","3","1","40","2018-03-28 13:31:11","7658.48779296875","0","0","2018-03-28 16:48:01","1970-01-01 00:00:00","2","8060.75","7910.35","0","0","0","7564.93896484374","392.02","0","OK","0","0.7772876547288237","1528274558","0","0","0","0","2018-06-06 06:42:38"
"40782","1222000","BTCUSD","3","0","10","2018-05-04 15:19:00","9699.099609375","0","0","2018-08-23 18:13:11","1970-01-01 00:00:00","2","9699.099609375","6415.990234375","0","0","0","6415.990234375","-3283.11","0","OK","0","9699.099609375","1535047991","0","0","0","0","2018-08-23 16:13:11"
"40805","1222000","BTCUSD","3","0","10","2018-05-04 16:02:10","9679.2001953125","0","0","2018-08-23 18:13:15","1970-01-01 00:00:00","2","9679.2001953125","6415.990234375","0","0","0","6415.990234375","-3263.21","0","OK","0","9679.2001953125","1535047995","0","0","0","0","2018-08-23 16:13:15"
"40807","1222000","BTCEUR","3","1","10","2018-05-04 16:11:12","8107.89990234375","0","0","2018-08-23 18:13:17","1970-01-01 00:00:00","2","9676.400000000001","6450.99","0","0","0","5582.2001953125","2919.5","0","OK","0","1.19402","1535047997","0","0","0","0","2018-08-23 16:13:17"
"40809","1222000","BTCCAD","3","0","10","2018-05-04 16:12:24","12446.810546875","0","0","2018-08-23 18:13:20","1970-01-01 00:00:00","2","9672.650000000001","6450.99","0","0","0","8422.087890625","-3081.55","0","OK","0","0.7773269281594454","1535048000","0","0","0","0","2018-08-23 16:13:21"
"40743","1222000","BTCEUR","3","0","10","2018-05-04 14:02:31","8162.39990234375","0","0","2018-08-23 18:13:24","1970-01-01 00:00:00","2","9776.45","6450.99","0","0","0","5579.5","-2985.16","0","OK","0","1.1966350000000001","1535048004","0","0","0","0","2018-08-23 16:13:24"
"48632","1222000","ETHGBP","3","0","100","2018-06-02 07:35:38","424.9530029296875","0","0","2018-08-23 18:13:29","1970-01-01 00:00:00","2","570.515","273.90999999999997","0","0","0","213.4199981689453","-2710.74","0","OK","0","1.33481","1535048009","0","0","0","0","2018-08-23 16:13:29"
"48633","1222000","LTCUSD","2","0","100","2018-06-02 07:43:29","118.9000015258789","0","0","2018-08-23 18:13:31","1970-01-01 00:00:00","2","1","1","0","0","-364.86","55.65999984741211","-6324","0","OK","0","1","1535048011","0","0","0","0","2018-08-23 16:13:31"
"60467","1222000","BTCUSD","3","1","10","2018-08-23 18:12:52","6413.990234375","0","0","2018-08-23 18:13:57","1970-01-01 00:00:00","2","6413.990234375","6485.490234375","0","0","0","6485.490234375","-71.5","0","OK","0","6413.990234375","1535048037","0","0","0","0","2018-08-23 16:13:57"
"60466","1222000","BTCUSD","3","0","10","2018-08-23 18:12:26","6483.240234375","0","0","2018-08-23 18:14:00","1970-01-01 00:00:00","2","6483.240234375","6415.740234375","0","0","0","6415.740234375","-67.5","0","OK","0","6483.240234375","1535048040","0","0","0","0","2018-08-23 16:14:00"
"40742","1222000","BTCEUR","3","0","10","2018-05-04 14:01:36","8167.60009765625","0","0","2018-08-23 18:15:31","1970-01-01 00:00:00","2","9781.849999999999","6450.49","0","0","0","5579.39990234375","-2991.06","0","OK","0","1.196875","1535048131","0","0","0","0","2018-08-23 16:15:31"
"42351","1222000","BTCEUR","3","1","100","2018-05-11 04:46:40","7495.2001953125","0","0","2018-08-23 18:15:32","1970-01-01 00:00:00","2","8934.45","6450.49","0","0","0","5582.10009765625","22111.22","0","OK","0","1.19171","1535048132","0","0","0","0","2018-08-23 16:15:33"
"40736","1222000","BTCEUR","3","0","100","2018-05-04 13:26:50","8095.7001953125","0","0","2018-08-23 18:15:38","1970-01-01 00:00:00","2","9691.975","6450.74","0","0","0","5579.5","-29079.48","0","OK","0","1.19623","1535048138","0","0","0","0","2018-08-23 16:15:38"
"65338","1000222","BTCUSD","3","2","100","2018-12-06 14:29:59","3750.989990234375","0","0","2018-12-06 14:50:09","1970-01-01 00:00:00","2","0","3750.96","0","0","0","3750.96","0","0","deleted [no money]","0","0","1544107809","0","0","0","0","2018-12-06 13:50:09"
"65318","1000222","BTCUSD","3","2","10","2018-12-06 14:11:38","3733.530029296875","0","0","2018-12-06 15:05:08","1970-01-01 00:00:00","2","0","3733.05","0","0","0","3733.05","0","0","deleted [no money]","0","0","1544108708","0","0","0","0","2018-12-06 14:05:08"
"65335","1000222","BTCUSD","3","2","10","2018-12-06 14:27:44","3732.760986328125","0","0","2018-12-06 15:05:11","1970-01-01 00:00:00","2","0","3732.51","0","0","0","3732.51","0","0","deleted [no money]","0","0","1544108711","0","0","0","0","2018-12-06 14:05:12"
"65334","1000222","BTCUSD","3","2","100","2018-12-06 14:24:42","3728.612060546875","0","0","2018-12-06 15:35:01","1970-01-01 00:00:00","2","0","3727.76","0","0","0","3727.76","0","0","deleted [no money]","0","0","1544110501","0","0","0","0","2018-12-06 14:35:01"
"65520","1000222","BTCUSD","3","2","10","2018-12-07 12:41:29","3394.15087890625","0","0","2018-12-07 13:03:22","1970-01-01 00:00:00","2","0","3394","0","0","0","3394","0","0","deleted [no money]","0","0","1544187802","0","0","0","0","2018-12-07 12:03:22"
"65512","1000222","BTCUSD","3","2","10","2018-12-07 12:31:45","3393.969970703125","0","0","2018-12-07 13:03:23","1970-01-01 00:00:00","2","0","3393.5","0","0","0","3393.5","0","0","deleted [no money]","0","0","1544187803","0","0","0","0","2018-12-07 12:03:23"
"86384","123125789","","0","6","1","2019-01-21 14:33:28","0","0","0","2019-01-21 14:33:28","1970-01-01 00:00:00","0","0","0","0","0","0","0","5000000","0","Deposit","0","0","1548081208","0","0","0","0","2019-01-21 13:33:29"
"86412","123125789","WTI","2","4","10","2019-01-21 18:35:07","55.58","50.92","0","2019-01-23 18:35:00","2019-01-23 18:35:00","1","0","0","0","0","0","52.28","0","0","expiration [2019.01.23 18:35]","0","0","1548268500","1090","0","0","0","2019-01-23 17:35:00"
"86425","123125789","WTI","2","4","10","2019-01-22 01:05:03","55.57","50.98","0","2019-01-24 01:05:00","2019-01-24 01:05:00","1","0","0","0","0","0","52.56","0","0","expiration [2019.01.24 01:05]","0","0","1548291900","1090","0","0","0","2019-01-24 00:05:00"
"86607","123125789","Apple","2","4","10","2019-01-22 15:35:03","157.98","149.43","0","2019-01-24 15:35:00","2019-01-24 15:35:00","1","0","0","0","0","0","154.6","0","0","expiration [2019.01.24 15:35]","0","0","1548344100","1040","0","0","0","2019-01-24 14:35:00"
"86608","123125789","Amazon","2","4","10","2019-01-22 15:35:03","1692.59","1644.33","0","2019-01-24 15:35:00","2019-01-24 15:35:00","1","0","0","0","0","0","1643","0","0","expiration [2019.01.24 15:35]","0","0","1548344100","1050","0","0","0","2019-01-24 14:35:00"
"86648","123125789","WTI","2","4","10","2019-01-23 01:05:14","53.95","49.43","0","2019-01-25 01:05:00","2019-01-25 01:05:00","1","0","0","0","0","0","53.26","0","0","expiration [2019.01.25 01:05]","0","0","1548378300","1090","0","0","0","2019-01-25 00:05:00"
"90613","123125789","Apple","2","4","10","2019-01-23 15:35:03","156.49","148.09","0","2019-01-25 15:35:00","2019-01-25 15:35:00","1","0","0","0","0","0","155.02","0","0","expiration [2019.01.25 15:35]","0","0","1548430500","1040","0","0","0","2019-01-25 14:35:00"
"96287","123125789","NZDJPY","3","5","10","2019-01-25 00:05:01","73.937","85.319","0","2019-01-27 00:05:00","2019-01-27 00:05:00","1","0","0","0","0","0","74.89","0","0","expiration [2019.01.27 00:05]","0","0","1548547500","1080","0","0","0","2019-01-26 23:05:00"
"96683","123125789","Google","2","5","10","2019-01-25 15:35:01","1078.29","1151.61","0","2019-01-27 15:35:00","2019-01-27 15:35:00","1","0","0","0","0","0","1090.17","0","0","expiration [2019.01.27 15:35]","0","0","1548603300","1030","0","0","0","2019-01-27 14:35:00"
"86606","123125789","Google","2","1","10","2019-01-22 17:42:06","1081.69","1160.08","0","2019-01-28 15:31:03","1970-01-01 00:00:00","1","1","1","0","0","0","1081.5","1.9","0","","0","1","1548689463","1030","0","0","0","2019-01-28 14:31:03"
"90612","123125789","Google","2","1","10","2019-01-23 15:51:01","1078.02","1155.53","0","2019-01-28 15:31:03","1970-01-01 00:00:00","1","1","1","0","0","0","1081.5","-34.8","0","","0","1","1548689463","1030","0","0","0","2019-01-28 14:31:03"
"95540","123125789","Google","2","1","10","2019-01-24 15:41:09","1071.35","1145.35","0","2019-01-28 15:31:03","1970-01-01 00:00:00","1","1","1","0","0","0","1081.5","-101.5","0","","0","1","1548689463","1030","0","0","0","2019-01-28 14:31:03"
"90614","123125789","Amazon","2","0","10","2019-01-25 15:33:05","1667.66","1620.13","0","2019-01-28 15:54:48","1970-01-01 00:00:00","1","1","1","0","0","0","1620.13","-475.3","0","[sl]","0","1","1548690888","1050","0","0","0","2019-01-28 14:54:48"
"95541","123125789","Amazon","2","0","10","2019-01-25 15:31:02","1654.85","1609.67","0","2019-01-29 16:45:47","1970-01-01 00:00:00","1","1","1","0","0","0","1609.67","-451.8","0","[sl]","0","1","1548780348","1050","0","0","0","2019-01-29 15:45:48"
"98023","123125789","Amazon","2","0","10","2019-01-28 15:36:41","1635.35","1596.1","0","2019-01-29 16:57:10","1970-01-01 00:00:00","1","1","1","0","0","0","1596.1","-392.5","0","[sl]","0","1","1548781030","1050","0","0","0","2019-01-29 15:57:10"
"99750","123126153","","0","6","1","2019-01-30 14:26:55","0","0","0","2019-01-30 14:26:55","1970-01-01 00:00:00","0","0","0","0","0","0","0","500000","0","Deposit","0","0","1548858415","0","0","0","0","2019-01-30 13:26:55"
"96684","123125789","McDonalds","2","0","10","2019-01-25 15:35:31","189.1","180.55","0","2019-01-30 17:37:20","1970-01-01 00:00:00","1","1","1","0","0","0","180.55","-85.5","0","[sl]","0","1","1548869840","1100","0","0","0","2019-01-30 16:37:20"
"95542","123125789","McDonalds","2","0","10","2019-01-24 16:32:26","187.6","178.64","0","2019-01-30 19:48:43","1970-01-01 00:00:00","1","1","1","0","0","0","178.64","-89.6","0","[sl]","0","1","1548877723","1100","0","0","0","2019-01-30 18:48:43"
"99774","123125789","Facebook","2","1","10","2019-01-30 15:38:31","146.76","156.03","0","2019-01-31 15:31:02","1970-01-01 00:00:00","1","1","1","0","0","0","156.03","-92.7","0","[sl]","0","1","1548948662","1060","0","0","0","2019-01-31 14:31:02"
"90615","123125789","McDonalds","2","0","10","2019-01-23 15:54:05","186.12","176.82","0","2019-01-31 15:36:38","1970-01-01 00:00:00","1","1","1","0","0","0","176.82","-93","0","[sl]","0","1","1548948998","1100","0","0","0","2019-01-31 14:36:38"
"100504","123125789","Google","2","5","10","2019-01-31 15:35:02","1092.23","1156.66","0","2019-02-02 15:35:00","2019-02-02 15:35:00","1","0","0","0","0","0","1109.5","0","0","expiration [2019.02.02 15:35]","0","0","1549121700","1030","0","0","0","2019-02-02 14:35:00"
"100968","123125789","Google","2","5","10","2019-02-01 15:35:02","1105.72","1169.81","0","2019-02-03 15:35:00","2019-02-03 15:35:00","1","0","0","0","0","0","1109.5","0","0","expiration [2019.02.03 15:35]","0","0","1549208100","1030","0","0","0","2019-02-03 14:35:00"
"100969","123125789","Apple","2","4","10","2019-02-01 15:35:03","169.6","161.03","0","2019-02-03 15:35:00","2019-02-03 15:35:00","1","0","0","0","0","0","166.89","0","0","expiration [2019.02.03 15:35]","0","0","1549208100","1040","0","0","0","2019-02-03 14:35:00"
"101354","123126153","EURUSD","5","1","100","2019-02-05 08:51:56","1.14216","0","0","2019-02-05 09:09:53","1970-01-01 00:00:00","0","1.14216","1.1419","0","0","0","1.1419","26","0","","0","1.14216","1549357793","0","0","0","0","2019-02-05 08:09:53"
"99636","123125789","Google","2","1","10","2019-01-29 15:36:25","1067.7","1134.45","0","2019-02-05 15:32:08","1970-01-01 00:00:00","1","1","1","0","0","0","1134.45","-667.5","0","[sl]","0","1","1549380728","1030","0","0","0","2019-02-05 14:32:08"
"99772","123125789","Google","2","1","10","2019-01-30 16:08:15","1070.45","1133.6","0","2019-02-05 15:32:08","1970-01-01 00:00:00","1","1","1","0","0","0","1133.6","-631.5","0","[sl]","0","1","1549380728","1030","0","0","0","2019-02-05 14:32:08"
"98021","123125789","Google","2","1","10","2019-01-28 15:47:16","1072.22","1140.04","0","2019-02-05 21:06:11","1970-01-01 00:00:00","1","1","1","0","0","0","1140.04","-678.2","0","[sl]","0","1","1549400771","1030","0","0","0","2019-02-05 20:06:11"
"101355","123126153","EURUSD","5","1","100","2019-02-05 09:09:40","1.14176","0","0","2019-02-06 09:11:36","1970-01-01 00:00:00","0","1.14176","1.13842","0","0","-3.08","1.13842","334","0","","0","1.14176","1549444296","0","0","0","0","2019-02-06 08:11:36"
"101267","123125789","Facebook","2","5","10","2019-02-04 15:35:08","164.68","175.91","0","2019-02-06 15:35:00","2019-02-06 15:35:00","1","0","0","0","0","0","170.95","0","0","expiration [2019.02.06 15:35]","0","0","1549467300","1060","0","0","0","2019-02-06 14:35:00"
"97033","123125789","NZDJPY","3","0","10","2019-01-28 02:43:55","74.996","63.383","0","2019-02-07 00:00:03","1970-01-01 00:00:00","1","0.6856549999999999","0.676875","0","0","1.62","74.39","-55.13","0","","0","0.6856549999999999","1549497603","1080","0","0","0","2019-02-06 23:00:03"
"101398","123125789","Apple","2","4","10","2019-02-05 15:35:07","177.09","169.41","0","2019-02-07 15:35:00","2019-02-07 15:35:00","1","0","0","0","0","0","173.11","0","0","expiration [2019.02.07 15:35]","0","0","1549553700","1040","0","0","0","2019-02-07 14:35:00"
"101484","123125789","Apple","2","4","10","2019-02-06 15:35:12","178.53","170.58","0","2019-02-08 15:35:00","2019-02-08 15:35:00","1","0","0","0","0","0","169.51","0","0","expiration [2019.02.08 15:35]","0","0","1549640100","1040","0","0","0","2019-02-08 14:35:00"
"101585","123125789","Apple","2","4","10","2019-02-07 15:35:03","176.73","168.92","0","2019-02-09 15:35:00","2019-02-09 15:35:00","1","0","0","0","0","0","170.7","0","0","expiration [2019.02.09 15:35]","0","0","1549726500","1040","0","0","0","2019-02-09 14:35:00"
"101614","123125789","NZDJPY","3","5","10","2019-02-08 00:05:02","73.79","81.863","0","2019-02-10 00:05:00","2019-02-10 00:05:00","1","0","0","0","0","0","73.964","0","0","expiration [2019.02.10 00:05]","0","0","1549757100","1080","0","0","0","2019-02-09 23:05:00"
"101671","123125789","Google","2","5","10","2019-02-08 15:35:03","1084.1","1144.4","0","2019-02-10 15:35:00","2019-02-10 15:35:00","1","0","0","0","0","0","1094.35","0","0","expiration [2019.02.10 15:35]","0","0","1549812900","1030","0","0","0","2019-02-10 14:35:00"
"101672","123125789","Apple","2","4","10","2019-02-08 15:35:04","173.34","165.81","0","2019-02-10 15:35:00","2019-02-10 15:35:00","1","0","0","0","0","0","170.7","0","0","expiration [2019.02.10 15:35]","0","0","1549812900","1040","0","0","0","2019-02-10 14:35:00"
"101812","123125789","Apple","2","4","10","2019-02-11 15:35:02","174.94","167.22","0","2019-02-13 15:35:00","2019-02-13 15:35:00","1","0","0","0","0","0","172.02","0","0","expiration [2019.02.13 15:35]","0","0","1550072100","1040","0","0","0","2019-02-13 14:35:00"
"102315","123125789","Google","2","5","10","2019-02-12 15:35:01","1104.03","1167.23","0","2019-02-14 15:35:00","2019-02-14 15:35:00","1","0","0","0","0","0","1113.8","0","0","expiration [2019.02.14 15:35]","0","0","1550158500","1030","0","0","0","2019-02-14 14:35:00"
